DATE,MORTGAGE RATE
15-03-2007,6.14
22-03-2007,6.16
29-03-2007,6.16
05-04-2007,6.17
12-04-2007,6.22
19-04-2007,6.17
26-04-2007,6.16
03-05-2007,6.16
10-05-2007,6.15
17-05-2007,6.21
24-05-2007,6.37
31-05-2007,6.42
07-06-2007,6.53
14-06-2007,6.74
21-06-2007,6.69
28-06-2007,6.67
05-07-2007,6.63
12-07-2007,6.73
19-07-2007,6.73
26-07-2007,6.69
02-08-2007,6.68
09-08-2007,6.59
16-08-2007,6.62
23-08-2007,6.52
30-08-2007,6.45
06-09-2007,6.46
13-09-2007,6.31
20-09-2007,6.34
27-09-2007,6.42
04-10-2007,6.37
11-10-2007,6.4
18-10-2007,6.4
25-10-2007,6.33
01-11-2007,6.26
08-11-2007,6.24
15-11-2007,6.24
21-11-2007,6.2
29-11-2007,6.1
06-12-2007,5.96
13-12-2007,6.11
20-12-2007,6.14
27-12-2007,6.17
03-01-2008,6.07
10-01-2008,5.87
17-01-2008,5.69
24-01-2008,5.48
31-01-2008,5.68
07-02-2008,5.67
14-02-2008,5.72
21-02-2008,6.04
28-02-2008,6.24
06-03-2008,6.03
13-03-2008,6.13
20-03-2008,5.87
27-03-2008,5.85
03-04-2008,5.88
10-04-2008,5.88
17-04-2008,5.88
24-04-2008,6.03
01-05-2008,6.06
08-05-2008,6.05
15-05-2008,6.01
22-05-2008,5.98
29-05-2008,6.08
05-06-2008,6.09
12-06-2008,6.32
19-06-2008,6.42
26-06-2008,6.45
03-07-2008,6.35
10-07-2008,6.37
17-07-2008,6.26
24-07-2008,6.63
31-07-2008,6.52
07-08-2008,6.52
14-08-2008,6.52
21-08-2008,6.47
28-08-2008,6.4
04-09-2008,6.35
11-09-2008,5.93
18-09-2008,5.78
25-09-2008,6.09
02-10-2008,6.1
09-10-2008,5.94
16-10-2008,6.46
23-10-2008,6.04
30-10-2008,6.46
06-11-2008,6.2
13-11-2008,6.14
20-11-2008,6.04
26-11-2008,5.97
04-12-2008,5.53
11-12-2008,5.47
18-12-2008,5.19
24-12-2008,5.14
31-12-2008,5.1
08-01-2009,5.01
15-01-2009,4.96
22-01-2009,5.12
29-01-2009,5.1
05-02-2009,5.25
12-02-2009,5.16
19-02-2009,5.04
26-02-2009,5.07
05-03-2009,5.15
12-03-2009,5.03
19-03-2009,4.98
26-03-2009,4.85
02-04-2009,4.78
09-04-2009,4.87
16-04-2009,4.82
23-04-2009,4.8
30-04-2009,4.78
07-05-2009,4.84
14-05-2009,4.86
21-05-2009,4.82
28-05-2009,4.91
04-06-2009,5.29
11-06-2009,5.59
18-06-2009,5.38
25-06-2009,5.42
02-07-2009,5.32
09-07-2009,5.2
16-07-2009,5.14
23-07-2009,5.2
30-07-2009,5.25
06-08-2009,5.22
13-08-2009,5.29
20-08-2009,5.12
27-08-2009,5.14
03-09-2009,5.08
10-09-2009,5.07
17-09-2009,5.04
24-09-2009,5.04
01-10-2009,4.94
08-10-2009,4.87
15-10-2009,4.92
22-10-2009,5
29-10-2009,5.03
05-11-2009,4.98
12-11-2009,4.91
19-11-2009,4.83
25-11-2009,4.78
03-12-2009,4.71
10-12-2009,4.81
17-12-2009,4.94
24-12-2009,5.05
31-12-2009,5.14
07-01-2010,5.09
14-01-2010,5.06
21-01-2010,4.99
28-01-2010,4.98
04-02-2010,5.01
11-02-2010,4.97
18-02-2010,4.93
25-02-2010,5.05
04-03-2010,4.97
11-03-2010,4.95
18-03-2010,4.96
25-03-2010,4.99
01-04-2010,5.08
08-04-2010,5.21
15-04-2010,5.07
22-04-2010,5.07
29-04-2010,5.06
06-05-2010,5
13-05-2010,4.93
20-05-2010,4.84
27-05-2010,4.78
03-06-2010,4.79
10-06-2010,4.72
17-06-2010,4.75
24-06-2010,4.69
01-07-2010,4.58
08-07-2010,4.57
15-07-2010,4.57
22-07-2010,4.56
29-07-2010,4.54
05-08-2010,4.49
12-08-2010,4.44
19-08-2010,4.42
26-08-2010,4.36
02-09-2010,4.32
09-09-2010,4.35
16-09-2010,4.37
23-09-2010,4.37
30-09-2010,4.32
07-10-2010,4.27
14-10-2010,4.19
21-10-2010,4.21
28-10-2010,4.23
04-11-2010,4.24
11-11-2010,4.17
18-11-2010,4.39
24-11-2010,4.4
02-12-2010,4.46
09-12-2010,4.61
16-12-2010,4.83
23-12-2010,4.81
30-12-2010,4.86
06-01-2011,4.77
13-01-2011,4.71
20-01-2011,4.74
27-01-2011,4.8
03-02-2011,4.81
10-02-2011,5.05
17-02-2011,5
24-02-2011,4.95
03-03-2011,4.87
10-03-2011,4.88
17-03-2011,4.76
24-03-2011,4.81
31-03-2011,4.86
07-04-2011,4.87
14-04-2011,4.91
21-04-2011,4.8
28-04-2011,4.78
05-05-2011,4.71
12-05-2011,4.63
19-05-2011,4.61
26-05-2011,4.6
02-06-2011,4.55
09-06-2011,4.49
16-06-2011,4.5
23-06-2011,4.5
30-06-2011,4.51
07-07-2011,4.6
14-07-2011,4.51
21-07-2011,4.52
28-07-2011,4.55
04-08-2011,4.39
11-08-2011,4.32
18-08-2011,4.15
25-08-2011,4.22
01-09-2011,4.22
08-09-2011,4.12
15-09-2011,4.09
22-09-2011,4.09
29-09-2011,4.01
06-10-2011,3.94
13-10-2011,4.12
20-10-2011,4.11
27-10-2011,4.1
03-11-2011,4
10-11-2011,3.99
17-11-2011,4
23-11-2011,3.98
01-12-2011,4
08-12-2011,3.99
15-12-2011,3.94
22-12-2011,3.91
29-12-2011,3.95
05-01-2012,3.91
12-01-2012,3.89
19-01-2012,3.88
26-01-2012,3.98
02-02-2012,3.87
09-02-2012,3.87
16-02-2012,3.87
23-02-2012,3.95
01-03-2012,3.9
08-03-2012,3.88
15-03-2012,3.92
22-03-2012,4.08
29-03-2012,3.99
05-04-2012,3.98
12-04-2012,3.88
19-04-2012,3.9
26-04-2012,3.88
03-05-2012,3.84
10-05-2012,3.83
17-05-2012,3.79
24-05-2012,3.78
31-05-2012,3.75
07-06-2012,3.67
14-06-2012,3.71
21-06-2012,3.66
28-06-2012,3.66
05-07-2012,3.62
12-07-2012,3.56
19-07-2012,3.53
26-07-2012,3.49
02-08-2012,3.55
09-08-2012,3.59
16-08-2012,3.62
23-08-2012,3.66
30-08-2012,3.59
06-09-2012,3.55
13-09-2012,3.55
20-09-2012,3.49
27-09-2012,3.4
04-10-2012,3.36
11-10-2012,3.39
18-10-2012,3.37
25-10-2012,3.41
01-11-2012,3.39
08-11-2012,3.4
15-11-2012,3.34
21-11-2012,3.31
29-11-2012,3.32
06-12-2012,3.34
13-12-2012,3.32
20-12-2012,3.37
27-12-2012,3.35
03-01-2013,3.34
10-01-2013,3.4
17-01-2013,3.38
24-01-2013,3.42
31-01-2013,3.53
07-02-2013,3.53
14-02-2013,3.53
21-02-2013,3.56
28-02-2013,3.51
07-03-2013,3.52
14-03-2013,3.63
21-03-2013,3.54
28-03-2013,3.57
04-04-2013,3.54
11-04-2013,3.43
18-04-2013,3.41
25-04-2013,3.4
02-05-2013,3.35
09-05-2013,3.42
16-05-2013,3.51
23-05-2013,3.59
30-05-2013,3.81
06-06-2013,3.91
13-06-2013,3.98
20-06-2013,3.93
27-06-2013,4.46
03-07-2013,4.29
11-07-2013,4.51
18-07-2013,4.37
25-07-2013,4.31
01-08-2013,4.39
08-08-2013,4.4
15-08-2013,4.4
22-08-2013,4.58
29-08-2013,4.51
05-09-2013,4.57
12-09-2013,4.57
19-09-2013,4.5
26-09-2013,4.32
03-10-2013,4.22
10-10-2013,4.23
17-10-2013,4.28
24-10-2013,4.13
31-10-2013,4.1
07-11-2013,4.16
14-11-2013,4.35
21-11-2013,4.22
27-11-2013,4.29
05-12-2013,4.46
12-12-2013,4.42
19-12-2013,4.47
26-12-2013,4.48
02-01-2014,4.53
09-01-2014,4.51
16-01-2014,4.41
23-01-2014,4.39
30-01-2014,4.32
06-02-2014,4.23
13-02-2014,4.28
20-02-2014,4.33
27-02-2014,4.37
06-03-2014,4.28
13-03-2014,4.37
20-03-2014,4.32
27-03-2014,4.4
03-04-2014,4.41
10-04-2014,4.34
17-04-2014,4.27
24-04-2014,4.33
01-05-2014,4.29
08-05-2014,4.21
15-05-2014,4.2
22-05-2014,4.14
29-05-2014,4.12
05-06-2014,4.14
12-06-2014,4.2
19-06-2014,4.17
26-06-2014,4.14
03-07-2014,4.12
10-07-2014,4.15
17-07-2014,4.13
24-07-2014,4.13
31-07-2014,4.12
07-08-2014,4.14
14-08-2014,4.12
21-08-2014,4.1
28-08-2014,4.1
04-09-2014,4.1
11-09-2014,4.12
18-09-2014,4.23
25-09-2014,4.2
02-10-2014,4.19
09-10-2014,4.12
16-10-2014,3.97
23-10-2014,3.92
30-10-2014,3.98
06-11-2014,4.02
13-11-2014,4.01
20-11-2014,3.99
26-11-2014,3.97
04-12-2014,3.89
11-12-2014,3.93
18-12-2014,3.8
24-12-2014,3.83
31-12-2014,3.87
08-01-2015,3.73
15-01-2015,3.66
22-01-2015,3.63
29-01-2015,3.66
05-02-2015,3.59
12-02-2015,3.69
19-02-2015,3.76
26-02-2015,3.8
05-03-2015,3.75
12-03-2015,3.86
19-03-2015,3.78
26-03-2015,3.69
02-04-2015,3.7
09-04-2015,3.66
16-04-2015,3.67
23-04-2015,3.65
30-04-2015,3.68
07-05-2015,3.8
14-05-2015,3.85
21-05-2015,3.84
28-05-2015,3.87
04-06-2015,3.87
11-06-2015,4.04
18-06-2015,4
25-06-2015,4.02
02-07-2015,4.08
09-07-2015,4.04
16-07-2015,4.09
23-07-2015,4.04
30-07-2015,3.98
06-08-2015,3.91
13-08-2015,3.94
20-08-2015,3.93
27-08-2015,3.84
03-09-2015,3.89
10-09-2015,3.9
17-09-2015,3.91
24-09-2015,3.86
01-10-2015,3.85
08-10-2015,3.76
15-10-2015,3.82
22-10-2015,3.79
29-10-2015,3.76
05-11-2015,3.87
12-11-2015,3.98
19-11-2015,3.97
25-11-2015,3.95
03-12-2015,3.93
10-12-2015,3.95
17-12-2015,3.97
24-12-2015,3.96
31-12-2015,4.01
07-01-2016,3.97
14-01-2016,3.92
21-01-2016,3.81
28-01-2016,3.79
04-02-2016,3.72
11-02-2016,3.65
18-02-2016,3.65
25-02-2016,3.62
03-03-2016,3.64
10-03-2016,3.68
17-03-2016,3.73
24-03-2016,3.71
31-03-2016,3.71
07-04-2016,3.59
14-04-2016,3.58
21-04-2016,3.59
28-04-2016,3.66
05-05-2016,3.61
12-05-2016,3.57
19-05-2016,3.58
26-05-2016,3.64
02-06-2016,3.66
09-06-2016,3.6
16-06-2016,3.54
23-06-2016,3.56
30-06-2016,3.48
07-07-2016,3.41
14-07-2016,3.42
21-07-2016,3.45
28-07-2016,3.48
04-08-2016,3.43
11-08-2016,3.45
18-08-2016,3.43
25-08-2016,3.43
01-09-2016,3.46
08-09-2016,3.44
15-09-2016,3.5
22-09-2016,3.48
29-09-2016,3.42
06-10-2016,3.42
13-10-2016,3.47
20-10-2016,3.52
27-10-2016,3.47
03-11-2016,3.54
10-11-2016,3.57
17-11-2016,3.94
23-11-2016,4.03
01-12-2016,4.08
08-12-2016,4.13
15-12-2016,4.16
22-12-2016,4.3
29-12-2016,4.32
05-01-2017,4.2
12-01-2017,4.12
19-01-2017,4.09
26-01-2017,4.19
02-02-2017,4.19
09-02-2017,4.17
16-02-2017,4.15
23-02-2017,4.16
02-03-2017,4.1
09-03-2017,4.21
16-03-2017,4.3
23-03-2017,4.23
30-03-2017,4.14
06-04-2017,4.1
13-04-2017,4.08
20-04-2017,3.97
27-04-2017,4.03
04-05-2017,4.02
11-05-2017,4.05
18-05-2017,4.02
25-05-2017,3.95
01-06-2017,3.94
08-06-2017,3.89
15-06-2017,3.91
22-06-2017,3.9
29-06-2017,3.88
06-07-2017,3.96
13-07-2017,4.03
20-07-2017,3.96
27-07-2017,3.92
03-08-2017,3.93
10-08-2017,3.9
17-08-2017,3.89
24-08-2017,3.86
31-08-2017,3.82
07-09-2017,3.78
14-09-2017,3.78
21-09-2017,3.83
28-09-2017,3.83
05-10-2017,3.85
12-10-2017,3.91
19-10-2017,3.88
26-10-2017,3.94
02-11-2017,3.94
09-11-2017,3.9
16-11-2017,3.95
22-11-2017,3.92
30-11-2017,3.9
07-12-2017,3.94
14-12-2017,3.93
21-12-2017,3.94
28-12-2017,3.99
04-01-2018,3.95
11-01-2018,3.99
18-01-2018,4.04
25-01-2018,4.15
01-02-2018,4.22
08-02-2018,4.32
15-02-2018,4.38
22-02-2018,4.4
01-03-2018,4.43
08-03-2018,4.46
15-03-2018,4.44
22-03-2018,4.45
29-03-2018,4.44
05-04-2018,4.4
12-04-2018,4.42
19-04-2018,4.47
26-04-2018,4.58
03-05-2018,4.55
10-05-2018,4.55
17-05-2018,4.61
24-05-2018,4.66
31-05-2018,4.56
07-06-2018,4.54
14-06-2018,4.62
21-06-2018,4.57
28-06-2018,4.55
05-07-2018,4.52
12-07-2018,4.53
19-07-2018,4.52
26-07-2018,4.54
02-08-2018,4.6
09-08-2018,4.59
16-08-2018,4.53
23-08-2018,4.51
30-08-2018,4.52
06-09-2018,4.54
13-09-2018,4.6
20-09-2018,4.65
27-09-2018,4.72
04-10-2018,4.71
11-10-2018,4.9
18-10-2018,4.85
25-10-2018,4.86
01-11-2018,4.83
08-11-2018,4.94
15-11-2018,4.94
21-11-2018,4.81
29-11-2018,4.81
06-12-2018,4.75
13-12-2018,4.63
20-12-2018,4.62
27-12-2018,4.55
03-01-2019,4.51
10-01-2019,4.45
17-01-2019,4.45
24-01-2019,4.45
31-01-2019,4.46
07-02-2019,4.41
14-02-2019,4.37
21-02-2019,4.35
28-02-2019,4.35
07-03-2019,4.41
14-03-2019,4.31
21-03-2019,4.28
28-03-2019,4.06
04-04-2019,4.08
11-04-2019,4.12
18-04-2019,4.17
25-04-2019,4.2
02-05-2019,4.14
09-05-2019,4.1
16-05-2019,4.07
23-05-2019,4.06
30-05-2019,3.99
06-06-2019,3.82
13-06-2019,3.82
20-06-2019,3.84
27-06-2019,3.73
03-07-2019,3.75
11-07-2019,3.75
18-07-2019,3.81
25-07-2019,3.75
01-08-2019,3.75
08-08-2019,3.6
15-08-2019,3.6
22-08-2019,3.55
29-08-2019,3.58
05-09-2019,3.49
12-09-2019,3.56
19-09-2019,3.73
26-09-2019,3.64
03-10-2019,3.65
10-10-2019,3.57
17-10-2019,3.69
24-10-2019,3.75
31-10-2019,3.78
07-11-2019,3.69
14-11-2019,3.75
21-11-2019,3.66
27-11-2019,3.68
05-12-2019,3.68
12-12-2019,3.73
19-12-2019,3.73
26-12-2019,3.74
02-01-2020,3.72
09-01-2020,3.64
16-01-2020,3.65
23-01-2020,3.6
30-01-2020,3.51
06-02-2020,3.45
13-02-2020,3.47
20-02-2020,3.49
27-02-2020,3.45
05-03-2020,3.29
12-03-2020,3.36
19-03-2020,3.65
26-03-2020,3.5
02-04-2020,3.33
09-04-2020,3.33
16-04-2020,3.31
23-04-2020,3.33
30-04-2020,3.23
07-05-2020,3.26
14-05-2020,3.28
21-05-2020,3.24
28-05-2020,3.15
04-06-2020,3.18
11-06-2020,3.21
18-06-2020,3.13
25-06-2020,3.13
02-07-2020,3.07
09-07-2020,3.03
16-07-2020,2.98
23-07-2020,3.01
30-07-2020,2.99
06-08-2020,2.88
13-08-2020,2.96
20-08-2020,2.99
27-08-2020,2.91
03-09-2020,2.93
10-09-2020,2.86
17-09-2020,2.87
24-09-2020,2.9
01-10-2020,2.88
08-10-2020,2.87
15-10-2020,2.81
22-10-2020,2.8
29-10-2020,2.81
05-11-2020,2.78
12-11-2020,2.84
19-11-2020,2.72
25-11-2020,2.72
03-12-2020,2.71
10-12-2020,2.71
17-12-2020,2.67
24-12-2020,2.66
31-12-2020,2.67
07-01-2021,2.65
14-01-2021,2.79
21-01-2021,2.77
28-01-2021,2.73
04-02-2021,2.73
11-02-2021,2.73
18-02-2021,2.81
25-02-2021,2.97
04-03-2021,3.02
11-03-2021,3.05
18-03-2021,3.09
25-03-2021,3.17
01-04-2021,3.18
08-04-2021,3.13
15-04-2021,3.04
22-04-2021,2.97
29-04-2021,2.98
06-05-2021,2.96
13-05-2021,2.94
20-05-2021,3
27-05-2021,2.95
03-06-2021,2.99
10-06-2021,2.96
17-06-2021,2.93
24-06-2021,3.02
01-07-2021,2.98
08-07-2021,2.9
15-07-2021,2.88
22-07-2021,2.78
29-07-2021,2.8
05-08-2021,2.77
12-08-2021,2.87
19-08-2021,2.86
26-08-2021,2.87
02-09-2021,2.87
09-09-2021,2.88
16-09-2021,2.86
23-09-2021,2.88
30-09-2021,3.01
07-10-2021,2.99
14-10-2021,3.05
21-10-2021,3.09
28-10-2021,3.14
04-11-2021,3.09
10-11-2021,2.98
18-11-2021,3.1
24-11-2021,3.1
02-12-2021,3.11
09-12-2021,3.1
16-12-2021,3.12
23-12-2021,3.05
30-12-2021,3.11
06-01-2022,3.22
13-01-2022,3.45
20-01-2022,3.56
27-01-2022,3.55
03-02-2022,3.55
10-02-2022,3.69
17-02-2022,3.92
24-02-2022,3.89
03-03-2022,3.76
10-03-2022,3.85
17-03-2022,4.16
24-03-2022,4.42
31-03-2022,4.67
07-04-2022,4.72
14-04-2022,5
21-04-2022,5.11
28-04-2022,5.1
05-05-2022,5.27
12-05-2022,5.3
19-05-2022,5.25
